MS Zoning,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Fence,Sale Type,Sale Condition,SalePrice
RL,Pave,None,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,1Fam,2Story,5,1967,1967,Flat,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,ALQ,1013.0,TA,Y,1160,2126,2,TA,7,Min2,0,None,Attchd,1967.0,Fin,2.0,538.0,TA,TA,Y,None,WD ,Abnorml,185000
RL,Pave,None,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,1Fam,1Story,5,1996,1996,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,1040.0,Gd,Y,1040,1040,1,Gd,6,Typ,0,None,Detchd,2000.0,Unf,2.0,576.0,TA,TA,Y,GdPrv,WD ,Normal,152000
RL,Pave,None,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,1Fam,1Story,5,1994,1994,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,Unf,990.0,Ex,Y,990,990,1,TA,5,Typ,0,None,Attchd,1995.0,RFn,1.0,440.0,TA,TA,Y,None,WD ,Normal,143000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,1997,1997,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,928.0,Ex,Y,928,1764,2,Gd,7,Typ,0,None,Attchd,1997.0,RFn,2.0,470.0,TA,TA,Y,MnPrv,WD ,Normal,231500
RL,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,1Fam,2Story,7,1996,1996,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,ALQ,799.0,Ex,Y,827,1661,2,Gd,6,Typ,1,TA,Attchd,1996.0,RFn,2.0,550.0,TA,TA,Y,None,ConLw,Normal,212000
RL,Pave,None,IR2,Low,AllPub,Inside,Gtl,CollgCr,PosN,1Fam,1Story,7,1998,1998,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,1463.0,Ex,Y,1463,1463,2,TA,5,Typ,0,None,Attchd,1998.0,Fin,2.0,539.0,TA,TA,Y,GdPrv,WD ,Normal,207000
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,1Story,5,1994,1995,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1097.0,Ex,Y,1097,1097,1,TA,6,Typ,0,None,Attchd,1995.0,Unf,2.0,672.0,TA,TA,Y,None,WD ,Normal,145000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,1994,1995,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,Unf,990.0,Ex,Y,990,990,1,TA,5,Typ,0,None,Detchd,2000.0,Unf,2.0,480.0,TA,TA,Y,None,WD ,Normal,138000
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,1998,1998,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,Unf,866.0,Ex,Y,866,1779,2,Gd,6,Typ,0,None,Attchd,1998.0,RFn,2.0,546.0,TA,TA,Y,None,WD ,Normal,197900
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,1999,1999,Gable,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1490.0,Ex,Y,1501,1501,2,Gd,6,Typ,0,None,Attchd,1999.0,RFn,2.0,577.0,TA,TA,Y,None,WD ,Normal,204000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,1999,1999,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1431.0,Ex,Y,1431,1431,2,Gd,6,Typ,0,None,Attchd,1999.0,Fin,2.0,666.0,TA,TA,Y,None,WD ,Normal,192000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,1998,1998,Gable,VinylSd,VinylSd,BrkFace,120.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,928.0,Ex,Y,928,1772,2,TA,7,Typ,1,TA,Attchd,1998.0,RFn,2.0,492.0,TA,TA,Y,None,WD ,Normal,200000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,2002,2002,Gable,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,831.0,Ex,Y,831,1660,2,Gd,7,Typ,0,None,Attchd,2002.0,RFn,2.0,493.0,TA,TA,Y,None,WD ,Normal,195000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,2002,2002,Gable,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1573.0,Ex,Y,1573,1573,2,Gd,6,Typ,0,None,Attchd,2002.0,RFn,2.0,544.0,TA,TA,Y,None,WD ,Normal,227000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,2001,2001,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,944.0,Ex,Y,944,1840,2,Gd,6,Typ,0,None,Attchd,2001.0,RFn,2.0,622.0,TA,TA,Y,None,WD ,Normal,230000
RL,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,2001,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1413.0,Ex,Y,1430,1430,2,Gd,6,Typ,0,None,Attchd,2001.0,RFn,2.0,605.0,TA,TA,Y,None,WD ,Normal,187100
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,2002,2001,Gable,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1431.0,Ex,Y,1444,1444,2,Gd,6,Typ,0,None,Attchd,2002.0,RFn,2.0,577.0,TA,TA,Y,None,WD ,Normal,203000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,2001,2001,Gable,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1492.0,Ex,Y,1492,1492,2,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,None,WD ,Family,201000
RL,Pave,None,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,1Fam,1Story,5,1978,1978,Gable,HdBoard,HdBoard,BrkFace,136.0,TA,TA,CBlock,Gd,TA,No,Rec,Unf,1040.0,TA,Y,1040,1040,2,TA,5,Typ,0,None,None,1979.0,None,0.0,0.0,None,None,Y,None,WD ,Normal,124000
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,5,1978,1978,Gable,MetalSd,MetalSd,BrkFace,76.0,TA,TA,BrkTil,Gd,TA,Av,GLQ,Unf,907.0,TA,Y,907,907,1,TA,5,Typ,0,None,Attchd,1978.0,Unf,1.0,343.0,TA,TA,Y,MnPrv,WD ,Normal,140000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,1979,1979,Gable,HdBoard,HdBoard,BrkFace,40.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,914.0,TA,Y,914,914,1,TA,5,Typ,0,None,Attchd,1979.0,Unf,2.0,444.0,TA,TA,Y,None,WD ,Normal,134900
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,1977,2008,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,Rec,1040.0,TA,Y,1040,1040,2,Gd,5,Typ,0,None,Detchd,1977.0,Unf,2.0,484.0,TA,TA,Y,None,WD ,Normal,150500
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,5,1978,2005,Gable,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,864.0,Ex,Y,864,864,1,TA,6,Typ,0,None,Attchd,1978.0,Unf,1.0,336.0,TA,TA,Y,GdWo,WD ,Normal,136500
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,1Fam,1Story,5,1977,1989,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,Unf,1268.0,TA,Y,1268,1268,1,Gd,5,Typ,0,None,Detchd,1978.0,Unf,1.0,252.0,TA,TA,Y,None,WD ,Normal,143500
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,5,1972,1972,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,864.0,Ex,Y,864,864,1,TA,5,Typ,1,Fa,Attchd,1972.0,Unf,1.0,338.0,TA,TA,Y,None,WD ,Normal,133500
RL,Pave,None,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,1972,1972,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,Unf,894.0,TA,Y,894,894,1,TA,6,Typ,0,None,Detchd,1985.0,RFn,2.0,600.0,TA,TA,Y,None,WD ,Normal,123000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,SFoyer,5,1972,2003,Gable,WdShing,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,768.0,Gd,Y,768,768,1,TA,5,Typ,0,None,Detchd,1974.0,Fin,1.0,396.0,TA,TA,Y,MnPrv,WD ,Normal,133900
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,SFoyer,5,1972,2007,Gable,HdBoard,Wd Shng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,768.0,TA,Y,768,768,1,TA,5,Typ,0,None,Detchd,1988.0,Unf,2.0,396.0,TA,TA,Y,MnPrv,WD ,Normal,133000
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,1Story,7,2002,2002,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1569.0,Ex,Y,1611,1611,2,Gd,6,Typ,0,None,Attchd,2002.0,RFn,3.0,1231.0,TA,TA,Y,None,WD ,Normal,250000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,2003,2003,Gable,VinylSd,VinylSd,BrkFace,198.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1068.0,Ex,Y,1068,2184,2,Gd,8,Typ,1,Gd,BuiltIn,2003.0,RFn,2.0,570.0,TA,TA,Y,None,WD ,Normal,254750
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,2001,2001,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1753.0,Ex,Y,1788,1788,2,Ex,7,Typ,1,TA,Attchd,2001.0,RFn,2.0,522.0,TA,TA,Y,None,WD ,Normal,236500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,2001,2001,Gable,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1299.0,Ex,Y,1299,1872,2,Ex,7,Typ,1,TA,BuiltIn,2001.0,RFn,2.0,531.0,TA,TA,Y,None,WD ,Normal,261500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,1Fam,2Story,9,2000,2000,Hip,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,1440.0,Ex,Y,1476,2153,2,Ex,8,Typ,2,Ex,Attchd,2000.0,Fin,3.0,736.0,TA,TA,Y,None,WD ,Normal,313000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,2002,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,840.0,Ex,Y,840,1725,2,Gd,6,Typ,0,None,Attchd,2002.0,RFn,2.0,550.0,TA,TA,Y,None,WD ,Normal,198500
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,2001,2001,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,944.0,Ex,Y,944,1870,2,Gd,6,Typ,0,None,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,None,WD ,Normal,211000
RL,Pave,None,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,1Fam,1Story,8,1999,2000,Gable,VinylSd,VinylSd,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1462.0,Ex,Y,1513,1513,2,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2.0,521.0,TA,TA,Y,None,WD ,Normal,220000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,1996,1996,Hip,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1504.0,Ex,Y,1504,1504,2,Gd,6,Typ,1,TA,Attchd,1996.0,Fin,2.0,478.0,TA,TA,Y,None,WD ,Normal,203000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,2002,2003,Hip,HdBoard,HdBoard,BrkFace,164.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1822.0,Ex,Y,1828,1828,2,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2.0,523.0,TA,TA,Y,None,WD ,Normal,279500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,1997,1998,Gable,VinylSd,VinylSd,BrkFace,209.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1417.0,Ex,Y,1417,1417,2,Gd,7,Typ,1,TA,Attchd,1997.0,Unf,2.0,511.0,TA,TA,Y,None,WD ,Normal,210000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,1997,1998,Gable,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1057.0,Ex,Y,1057,2034,2,Gd,8,Typ,0,None,Attchd,1998.0,RFn,2.0,645.0,TA,TA,Y,GdPrv,WD ,Normal,219500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,1996,1996,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,880.0,Ex,Y,909,1716,2,Gd,7,Typ,1,TA,Attchd,1996.0,RFn,2.0,512.0,TA,TA,Y,None,WD ,Normal,191000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,2001,2001,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1212.0,Ex,Y,1212,1212,2,Gd,6,Typ,0,None,Attchd,2001.0,RFn,2.0,573.0,TA,TA,Y,None,WD ,Normal,178000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,2000,2001,Gable,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1630.0,Ex,Y,1630,1630,2,Gd,6,Typ,1,TA,Attchd,2000.0,Unf,2.0,451.0,TA,TA,Y,None,WD ,Normal,213000
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,2003,2004,Gable,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,848.0,Ex,Y,848,848,1,Gd,4,Typ,0,None,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,None,WD ,Normal,144000
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,2003,2003,Gable,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,848.0,Ex,Y,848,848,1,Gd,4,Typ,0,None,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,None,WD ,Normal,140000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,2007,2007,Gable,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1578.0,Ex,Y,1602,1602,2,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3.0,810.0,TA,TA,Y,None,WD ,Normal,293200
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,2004,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,864.0,Ex,Y,864,1728,2,Gd,7,Typ,0,None,Attchd,2004.0,RFn,2.0,572.0,TA,TA,Y,None,WD ,Normal,190000
RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,1Fam,1Story,7,2004,2004,Gable,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1500.0,Ex,Y,1500,1500,2,Gd,6,Typ,0,None,Attchd,2004.0,RFn,2.0,570.0,TA,TA,Y,None,WD ,Normal,190000
RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,1Fam,2Story,6,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,738.0,Ex,Y,738,1476,2,Gd,7,Typ,0,None,Attchd,2005.0,Fin,2.0,540.0,TA,TA,Y,None,WD ,Normal,173500
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,2Story,6,2007,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,608.0,Ex,Y,608,1396,2,Gd,6,Typ,1,Gd,BuiltIn,2007.0,Fin,2.0,440.0,TA,TA,Y,None,WD ,Normal,170000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,1Fam,1Story,4,1949,2003,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,None,None,None,None,None,0.0,Ex,Y,1126,1126,2,Gd,5,Typ,0,None,Detchd,2002.0,Fin,2.0,520.0,TA,TA,N,MnPrv,WD ,Normal,108000
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,1964,1999,Hip,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,Unf,1486.0,Ex,Y,1486,1486,1,TA,7,Typ,0,None,Detchd,1968.0,Fin,2.0,480.0,TA,TA,Y,MnPrv,WD ,Normal,167000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,1Fam,1Story,4,1938,1958,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,816.0,Ex,Y,816,816,1,TA,3,Typ,1,Gd,Detchd,1958.0,Unf,1.0,288.0,Fa,Fa,Y,None,WD ,Normal,100000
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,SFoyer,7,2003,2003,Gable,HdBoard,HdBoard,BrkFace,500.0,Gd,TA,Slab,None,None,None,None,None,0.0,Ex,Y,495,1922,3,Gd,7,Typ,1,Ex,BuiltIn,2003.0,RFn,2.0,672.0,TA,TA,Y,None,ConLD,Normal,198500
RL,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,1Fam,2Story,6,1977,1977,Hip,HdBoard,Plywood,BrkFace,140.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,690.0,TA,Y,698,1426,1,TA,6,Typ,0,None,Attchd,1977.0,Fin,2.0,440.0,TA,TA,Y,MnPrv,WD ,Normal,159500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,1960,1971,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,1014.0,TA,Y,1149,1149,1,TA,7,Min1,0,None,2Types,1968.0,Fin,1.0,544.0,TA,TA,Y,MnPrv,WD ,Normal,127000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,SLvl,6,1976,1976,Hip,MetalSd,MetalSd,BrkFace,255.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1041.0,Ex,Y,1125,1125,1,TA,6,Typ,1,Fa,Detchd,1977.0,Unf,1.0,352.0,TA,TA,Y,GdWo,WD ,Abnorml,125000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,9,2007,2008,Hip,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,1698.0,Ex,Y,1698,1698,2,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3.0,768.0,TA,TA,Y,None,WD ,Normal,320000
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,TwnhsE,SFoyer,6,2005,2006,Gable,VinylSd,VinylSd,BrkFace,80.0,TA,TA,Wood,Gd,TA,Gd,GLQ,Unf,547.0,Gd,Y,1072,1072,1,TA,5,Typ,0,None,Basment,2005.0,Fin,2.0,525.0,TA,TA,Y,None,WD ,Normal,145500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,1947,2008,Hip,VinylSd,VinylSd,None,0.0,TA,Ex,CBlock,TA,TA,No,Unf,Unf,698.0,Ex,Y,698,698,1,TA,4,Typ,0,None,None,1979.0,None,0.0,0.0,None,None,Y,None,WD ,Normal,118000
RL,Pave,None,Reg,HLS,AllPub,Inside,Mod,Edwards,Norm,1Fam,1Story,4,1959,1959,Gable,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Rec,876.0,TA,Y,876,876,1,TA,5,Typ,0,None,Detchd,1959.0,Unf,1.0,320.0,TA,TA,Y,MnPrv,WD ,Normal,85000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,1950,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,Mn,Rec,Unf,1078.0,TA,Y,1368,1368,1,TA,6,Min1,0,None,Attchd,1950.0,RFn,1.0,195.0,TA,TA,Y,None,WD ,Normal,120000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,4,1945,1950,Gable,WdShing,Wd Shng,None,0.0,TA,TA,Slab,None,None,None,None,None,0.0,TA,N,1088,1529,2,TA,9,Mod,0,None,Detchd,1945.0,Unf,1.0,240.0,TA,TA,N,None,WD ,Normal,98000
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,1Fam,1Story,5,1922,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,Unf,864.0,Ex,Y,864,864,1,TA,4,Typ,0,None,None,1979.0,None,0.0,0.0,None,None,Y,None,WD ,Normal,99900
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1Story,3,1952,1952,Flat,BrkComm,Brk Cmn,None,0.0,TA,TA,Slab,None,None,None,None,None,0.0,Fa,N,944,944,1,Fa,4,Min1,0,None,Detchd,1956.0,Unf,2.0,528.0,TA,Fa,Y,None,WD ,Normal,82000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Duplex,1Story,5,1959,1959,Hip,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1678.0,TA,Y,1678,1678,2,TA,10,Typ,0,None,None,1979.0,None,0.0,0.0,None,None,Y,None,WD ,Normal,119900
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,1956,1956,Hip,HdBoard,HdBoard,BrkFace,259.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1150.0,Ex,Y,1560,1560,1,TA,7,Min1,1,TA,Attchd,1956.0,Unf,1.0,313.0,TA,TA,Y,None,WD ,Normal,103500
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1Story,4,1956,1956,Gable,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,672.0,Ex,Y,960,960,1,TA,5,Typ,0,None,Basment,1956.0,Unf,1.0,288.0,TA,TA,Y,MnPrv,COD,Abnorml,112000
RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1.5Fin,6,1920,2000,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,Unf,684.0,Gd,Y,684,1196,1,Gd,7,Typ,0,None,Detchd,2005.0,Unf,2.0,528.0,TA,TA,Y,GdPrv,ConLI,Normal,110000
RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,1941,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,720.0,Ex,Y,854,1298,1,TA,6,Typ,2,Gd,Detchd,1940.0,Unf,1.0,256.0,TA,TA,Y,None,WD ,Normal,122000
RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,1941,1960,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,984.0,Ex,Y,984,1604,2,TA,6,Min2,0,None,Detchd,1977.0,Unf,2.0,660.0,TA,TA,Y,None,WD ,Normal,117000
RH,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,1Fam,1.5Fin,5,1938,1950,Gable,MetalSd,MetalSd,BrkFace,88.0,TA,TA,PConc,TA,Fa,No,LwQ,Unf,832.0,TA,Y,832,1268,1,TA,7,Typ,2,Gd,Basment,1938.0,Unf,1.0,250.0,TA,TA,Y,None,WD ,Abnorml,160000
